Dayahead Market MCPs.

01/01/2023,,All Hours-Ending are Eastern Standard Time (EST)

,,MCP Type, HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
AMIL.DR.SIUE,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.SLGN,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.TARGET,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.DR.VT,Zone 1,DEMSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.FORDCO1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.GBCCTG1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.GBCCTG2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.GDTOWER1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.GDTOWER2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.GDTOWER3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.GDTOWER4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.GRJ_AGRJ_,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.GSWIND,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.HEN_AMT_P,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.HOOPESTON,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.IOW_AFRYT,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.L69_AHOPK,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.LEGOESR,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.LINCLAND1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.LINCLAND2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.MECWB_LPC,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.MFSF,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.MULLIGAN,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.NEWTON21,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.NLT_ANEW_,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PEARLG2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PS1.NIMP,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PS2.NIMP,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSG1.IMEA,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSG1.IMPA,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSG1.LGEP,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSG1.MEUC,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSG1.SIPC,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSG2.IMEA,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSG2.IMPA,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSG2.LGEP,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSG2.MEUC,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSG2.SIPC,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSGC1.AMP,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSGC1.KMP,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSGC1.PPI,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSGC2.AMP,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSGC2.KMP,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PSGC2.PPI,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PTWF,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.PWLFSLR,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.REI2CTGA,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.REI2CTGB,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.REI2CTGC,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.REI2CTGD,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.REI2CTGE,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.REI2CTGF,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.REI2CTGG,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.REI2CTGH,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.RNGDRP,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.RNGPSS,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.SBL_ASIBL,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.SIPC.BGRV,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.SSWE,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.SUGARCRK,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.SWECCTG1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.TBCRSTAT,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.TILTU1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.TILTU2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.TILTU3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.TILTU4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.TRA_ATRAE,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.VIN_AVINT,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.WLBRWEST,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMIL.W_BRCTIPT,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.AUDRN11,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.AUDRN22,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.AUDRN33,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.AUDRN44,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.AUDRN55,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.AUDRN66,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.AUDRN77,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.AUDRN88,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.CALLAWAY1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.CC.KEOKUK,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.CC.OSAGE,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.FGRDCTG1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.GOOSEGEN1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.GOOSEGEN2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.GOOSEGEN3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.GOOSEGEN4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.GOOSEGEN5,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.GOOSEGEN6,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.HIPRAIRIE,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK10,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK11,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK12,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK13,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK14,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK15,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK5,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK6,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK7,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK8,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KEOKUK9,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KMDYCTG1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.KMDYCTG2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.LABADIE1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.LABADIE2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.LABADIE3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.LABADIE4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.MERAMEC1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.MERAMEC2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.MERAMEC3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.MERAMEC4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.MERAMECT2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.MEXCTG1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.MOBCTG1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.MORUCTG1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.OSAGE1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.OSAGE2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.OSAGE3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.OSAGE4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.OSAGE5,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.OSAGE6,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.OSAGE7,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.OSAGE8,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.OSAGEEGEN,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.PENOCTG1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.PENOCTG2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.PENOCTG3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.PENOCTG4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.PNKYCTG1,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.PNKYCTG2,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.PNKYCTG3,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.PNKYCTG4,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
AMMO.PNKYCTG5,Zone 1,GENSUPPMCP,.2,.2,.2,.2,.2,.2,.2,.2,.2,.22,.22,.22,.22,.22,.22,.22,.24,.24,.24,.24,.24,.24,.24,.24
