DeliveryDate,DeliveryHour,DeliveryInterval,SettlementPointName,SettlementPointType,SettlementPointPrice,DSTFlag
01/31/2022,24,3,BRIGHTSD_RN,RN,6.77,N
01/31/2022,24,3,BRISCOE_WIND,RN,-20.94,N
01/31/2022,24,3,BRPANGLE_RN,RN,12.08,N
01/31/2022,24,3,BRPMAGNO_RN,RN,12.81,N
01/31/2022,24,3,BRP_BRAZ_RN,RN,12.08,N
01/31/2022,24,3,BRP_DIKN_RN,RN,12.85,N
01/31/2022,24,3,BRP_LOOP_RN,RN,7.91,N
01/31/2022,24,3,BRP_LOP1_RN,RN,6.85,N
01/31/2022,24,3,BRP_PBL1_RN,RN,0.47,N
01/31/2022,24,3,BRP_PBL2_RN,RN,0.47,N
01/31/2022,24,3,BRP_RN_UNIT1,RN,4.44,N
01/31/2022,24,3,BRP_SEMI_RN,RN,12.76,N
01/31/2022,24,3,BRP_SWNY_RN,RN,12.1,N
01/31/2022,24,3,BRP_ZPT1_RN,RN,6.71,N
01/31/2022,24,3,BRP_ZPT2_RN,RN,6.71,N
01/31/2022,24,3,BRTSW_BCW1,RN,-25.99,N
01/31/2022,24,3,BR_VHB6CT5_6,RN,5.7,N
01/31/2022,24,3,BR_VHB6CT7_8,RN,5.7,N
01/31/2022,24,3,BSS_U1,RN,12.12,N
01/31/2022,24,3,BTE_BTE_G1,PCCRN,13.5,N
01/31/2022,24,3,BTE_BTE_G2,PCCRN,13.5,N
01/31/2022,24,3,BTE_BTE_G3,PCCRN,13.5,N
01/31/2022,24,3,BTE_BTE_G4,PCCRN,13.5,N
01/31/2022,24,3,BTE_CC1,LCCRN,13.5,N
01/31/2022,24,3,BTE_PUN1,PUN,13.5,N
01/31/2022,24,3,BTE_PUN2,PUN,13.5,N
01/31/2022,24,3,BUCHAN_ALL,RN,3.29,N
01/31/2022,24,3,BUCKTHRN_RN,RN,-26.72,N
01/31/2022,24,3,BUFF_GAP_ALL,RN,-20.69,N
01/31/2022,24,3,BULLCRK_1_2,RN,-19.12,N
01/31/2022,24,3,BVE_CC1,LCCRN,13.12,N
01/31/2022,24,3,BVE_UNIT1,PCCRN,13.12,N
01/31/2022,24,3,BVE_UNIT2,PCCRN,13.12,N
01/31/2022,24,3,BVE_UNIT3,PCCRN,13.12,N
01/31/2022,24,3,BYU_BYU_1,RN,13.15,N
01/31/2022,24,3,BYU_BYU_12,PCCRN,13.15,N
01/31/2022,24,3,BYU_BYU_34,PCCRN,13.15,N
01/31/2022,24,3,BYU_BYU_G8,RN,13.15,N
01/31/2022,24,3,BYU_CC1,LCCRN,13.15,N
01/31/2022,24,3,BYU_PUN1,PUN,13.15,N
01/31/2022,24,3,BYU_PUN2,PUN,13.15,N
01/31/2022,24,3,BYU_PUN3,PUN,13.15,N
01/31/2022,24,3,BYU_PUN4,PUN,13.15,N
01/31/2022,24,3,B_DAVIS_3,PCCRN,7.58,N
01/31/2022,24,3,B_DAVIS_4,PCCRN,7.58,N
01/31/2022,24,3,B_DAVIS_CC1,LCCRN,7.58,N
01/31/2022,24,3,B_D_B_DAVIG1,RN,7.58,N
01/31/2022,24,3,B_D_B_DAVIG2,PCCRN,7.58,N
01/31/2022,24,3,CABEZON_ALL,RN,6.84,N
01/31/2022,24,3,CALAVER_JKS1,RN,5.9,N
01/31/2022,24,3,CALAVER_JKS2,RN,5.9,N
01/31/2022,24,3,CALAVER_JTD1,RN,5.64,N
01/31/2022,24,3,CALAVER_JTD2,RN,5.64,N
01/31/2022,24,3,CALAVER_OWS1,RN,5.64,N
01/31/2022,24,3,CALAVER_OWS2,RN,5.64,N
01/31/2022,24,3,CALHOUN_ALL,RN,8.25,N
01/31/2022,24,3,CALLAHA_WND1,RN,-21.39,N
01/31/2022,24,3,CAL_CALGT1,PCCRN,13.42,N
01/31/2022,24,3,CAL_CALSTG1,PCCRN,13.42,N
01/31/2022,24,3,CAL_CC1,LCCRN,13.42,N
01/31/2022,24,3,CAL_PUN1,PUN,13.42,N
01/31/2022,24,3,CAL_PUN2,PUN,13.42,N
01/31/2022,24,3,CAMWIND_RN,RN,7.26,N
01/31/2022,24,3,CAPRIDG4_CR4,RN,-17.82,N
01/31/2022,24,3,CAPRIDGE_ALL,RN,-17.82,N
01/31/2022,24,3,CARBN_BSP_1,RN,-19.16,N
01/31/2022,24,3,CASL_GAP_UN1,RN,-17.19,N
01/31/2022,24,3,CBECII_1,RN,11.17,N
01/31/2022,24,3,CBECII_2,RN,11.17,N
01/31/2022,24,3,CBECII_89,PCCRN,11.17,N
01/31/2022,24,3,CBECII_CC3,LCCRN,11.17,N
01/31/2022,24,3,CBECII_CT7,PCCRN,11.17,N
01/31/2022,24,3,CBEC_ALL,PCCRN,10.66,N
01/31/2022,24,3,CBEC_CC1,LCCRN,10.66,N
01/31/2022,24,3,CBEC_CC2,LCCRN,10.66,N
01/31/2022,24,3,CBY4_ALL,PCCRN,13.48,N
01/31/2022,24,3,CBY4_CC1,LCCRN,13.48,N
01/31/2022,24,3,CBY_CBY_G1,RN,13.46,N
01/31/2022,24,3,CBY_CBY_G2,RN,13.46,N
01/31/2022,24,3,CCEC_CC1,LCCRN,7.6,N
01/31/2022,24,3,CCEC_GT1,PCCRN,7.6,N
01/31/2022,24,3,CCEC_GT2,PCCRN,7.6,N
01/31/2022,24,3,CCEC_PUN1,PUN,7.6,N
01/31/2022,24,3,CCEC_PUN2,PUN,7.6,N
01/31/2022,24,3,CCEC_ST1,PCCRN,7.6,N
01/31/2022,24,3,CEDROHI_CHW1,RN,6.67,N
01/31/2022,24,3,CFLATS_UNIT,RN,-11,N
01/31/2022,24,3,CHALUP_ALL,RN,7.27,N
01/31/2022,24,3,CHAMON_UN1,RN,13.56,N
01/31/2022,24,3,CHAMON_UN2,RN,13.56,N
01/31/2022,24,3,CHEDPW_GT2,PCCRN,13.7,N
01/31/2022,24,3,CHE_CC1,LCCRN,13.69,N
01/31/2022,24,3,CHE_LYD,PCCRN,13.66,N
01/31/2022,24,3,CHE_LYD2,PCCRN,13.66,N
01/31/2022,24,3,CHE_PUN1,PUN,13.66,N
01/31/2022,24,3,CHE_PUN2,PUN,13.66,N
01/31/2022,24,3,CHISMGRD_RN,RN,-12.51,N
01/31/2022,24,3,CITYVICT_ALL,RN,7.83,N
01/31/2022,24,3,CN_BRKS_UNT1,RN,-20.92,N
01/31/2022,24,3,COL_COLETOG1,RN,7.18,N
01/31/2022,24,3,CONIGLIO_RN,RN,12.16,N
01/31/2022,24,3,CORAZON_RN,RN,6.63,N
01/31/2022,24,3,COTPLNS_RN,RN,-20.66,N
01/31/2022,24,3,COTTON_PAP2,RN,7.81,N
01/31/2022,24,3,CPSES_UNIT1,RN,-61.54,N
01/31/2022,24,3,CPSES_UNIT2,RN,-61.54,N
01/31/2022,24,3,CRANELL_ALL,RN,7.38,N
01/31/2022,24,3,CROSSETT_ALL,RN,-16.81,N
01/31/2022,24,3,CSC_CSECG1_2,RN,-19.71,N
01/31/2022,24,3,CVC_CC1,LCCRN,13.72,N
01/31/2022,24,3,CVC_CVCG1_5,PCCRN,13.72,N
01/31/2022,24,3,CVC_CVC_G2,PCCRN,13.72,N
01/31/2022,24,3,CVC_CVC_G3,PCCRN,13.72,N
01/31/2022,24,3,DANSBY_ALL,RN,14.85,N
01/31/2022,24,3,DC2SES_ALL,RN,-41.4,N
01/31/2022,24,3,DC_E,LZ_DCEW,15.08,N
01/31/2022,24,3,DC_E,LZ_DC,15.08,N
01/31/2022,24,3,DC_L,LZ_DC,6.39,N
01/31/2022,24,3,DC_L,LZ_DCEW,6.39,N
01/31/2022,24,3,DC_N,LZ_DCEW,-22.68,N
01/31/2022,24,3,DC_N,LZ_DC,-22.68,N
01/31/2022,24,3,DC_R,LZ_DC,7.18,N
01/31/2022,24,3,DC_R,LZ_DCEW,7.18,N
01/31/2022,24,3,DC_S,LZ_DC,-0.26,N
01/31/2022,24,3,DC_S,LZ_DCEW,-0.26,N
01/31/2022,24,3,DDPEC_CC1,LCCRN,13.25,N
01/31/2022,24,3,DDPEC_GT1,PCCRN,13.25,N
01/31/2022,24,3,DDPEC_GT2,PCCRN,13.25,N
01/31/2022,24,3,DDPEC_GT3,PCCRN,13.25,N
01/31/2022,24,3,DDPEC_GT4,PCCRN,13.25,N
01/31/2022,24,3,DDPEC_GT6,PCCRN,13.25,N
01/31/2022,24,3,DDPEC_ST1,PCCRN,13.25,N
01/31/2022,24,3,DECKER_DPG1,RN,6.59,N
01/31/2022,24,3,DECKER_DPG2,RN,6.59,N
01/31/2022,24,3,DECKER_GT,RN,6.81,N
01/31/2022,24,3,DENISON_G1_2,RN,9.97,N
01/31/2022,24,3,DERMOTT_ALL,RN,-19.42,N
01/31/2022,24,3,DIB_CC1,LCCRN,13.35,N
01/31/2022,24,3,DIB_DIB_G1,PCCRN,13.35,N
01/31/2022,24,3,DIB_DIB_G2,PCCRN,13.35,N
01/31/2022,24,3,DIB_DIB_G3,PCCRN,13.35,N
01/31/2022,24,3,DIB_DIB_G4,PCCRN,13.35,N
01/31/2022,24,3,DIB_PUN1,PUN,13.35,N
01/31/2022,24,3,DIB_PUN2,PUN,13.35,N
01/31/2022,24,3,DOWGEN_PUN1,PUN,11.69,N
01/31/2022,24,3,DOWGEN_PUN2,PUN,11.69,N
01/31/2022,24,3,DOWGEN_PUN3,PUN,11.69,N
01/31/2022,24,3,DOW_61_2_63,RN,11.69,N
01/31/2022,24,3,DOW_64,RN,11.69,N
01/31/2022,24,3,DOW_81_2_84,RN,11.69,N
01/31/2022,24,3,DOW_G37_G35,RN,11.69,N
01/31/2022,24,3,DOW_G66_ST65,RN,11.69,N
01/31/2022,24,3,DOW_G67,RN,11.69,N
01/31/2022,24,3,DOW_G96_ST95,RN,11.69,N
01/31/2022,24,3,DUKE_CC1,LCCRN,7.19,N
01/31/2022,24,3,DUKE_GST1CCU,PCCRN,7.19,N
01/31/2022,24,3,DUKE_GT2_CCU,PCCRN,7.19,N
01/31/2022,24,3,DUP_PUN1,PUN,7.91,N
01/31/2022,24,3,DUP_PUN2,PUN,7.91,N
01/31/2022,24,3,DUP_PUN3,PUN,7.91,N
01/31/2022,24,3,DUP_PUN4,PUN,7.91,N
01/31/2022,24,3,ECLIPSE_UN1,RN,-1.11,N
01/31/2022,24,3,ELB_ELBCREEK,RN,-19.02,N
01/31/2022,24,3,ELECTRAW_1_2,RN,-22.68,N
01/31/2022,24,3,EL_RAYO_ALL,RN,7.26,N
01/31/2022,24,3,ENAS_ENA1,RN,-19.73,N
01/31/2022,24,3,ERSL_RN,RN,4.6,N
01/31/2022,24,3,ETCCS_CC1,LCCRN,28.22,N
01/31/2022,24,3,ETCCS_CCU,PCCRN,28.22,N
01/31/2022,24,3,EUNICE_ALL,RN,-18.35,N
01/31/2022,24,3,EXGNSND_RN,RN,6.71,N
01/31/2022,24,3,EXGNWTL_1,RN,6.67,N
01/31/2022,24,3,EXN_14,RN,13.46,N
01/31/2022,24,3,EXN_1_3,RN,13.46,N
01/31/2022,24,3,EXN_4,RN,13.46,N
01/31/2022,24,3,EXN_8,RN,13.46,N
01/31/2022,24,3,EXN_9_13,RN,13.46,N
01/31/2022,24,3,EXN_PUN1,PUN,13.46,N
01/31/2022,24,3,EXN_PUN2,PUN,13.46,N
01/31/2022,24,3,EXN_PUN3,PUN,13.46,N
01/31/2022,24,3,E_BLACK_RN,RN,6.75,N
01/31/2022,24,3,FAL_FALCONG1,RN,6.93,N
01/31/2022,24,3,FAL_FALCONG2,RN,6.93,N
01/31/2022,24,3,FAL_FALCONG3,RN,6.93,N
01/31/2022,24,3,FEGC_RN,RN,13.01,N
01/31/2022,24,3,FERGCC_CC1,LCCRN,2.86,N
01/31/2022,24,3,FERGCC_GT1_1,PCCRN,2.86,N
01/31/2022,24,3,FERGCC_GT2_3,PCCRN,2.86,N
01/31/2022,24,3,FERGCC_ST1_5,PCCRN,2.86,N
01/31/2022,24,3,FERMI_ALL,RN,-7.65,N
01/31/2022,24,3,FLCNS_CC1,LCCRN,-19.14,N
01/31/2022,24,3,FLCNS_UNIT1,PCCRN,-19.14,N
01/31/2022,24,3,FLCNS_UNIT2,PCCRN,-19.14,N
01/31/2022,24,3,FLCNS_UNIT3,PCCRN,-19.14,N
01/31/2022,24,3,FLOWERII_RN,RN,-17.3,N
01/31/2022,24,3,FLTBES1,RN,-17.3,N
01/31/2022,24,3,FLTCK_SSI,RN,-27.28,N
01/31/2022,24,3,FLUVANNA_1_2,RN,-19.5,N
01/31/2022,24,3,FLVABES1_ESR,RN,-17.3,N
01/31/2022,24,3,FOARDCTY_ALL,RN,-21.04,N
01/31/2022,24,3,FORMOSA_CC1,LCCRN,8.33,N
01/31/2022,24,3,FORMOSA_CC2,LCCRN,8.33,N
01/31/2022,24,3,FORMOSA_PUN1,PUN,8.33,N
01/31/2022,24,3,FORMOSA_PUN2,PUN,8.33,N
01/31/2022,24,3,FO_FORMOSA11,RN,8.33,N
01/31/2022,24,3,FO_FORMOSA12,RN,8.33,N
01/31/2022,24,3,FO_FORMOSG1,PCCRN,8.33,N
01/31/2022,24,3,FO_FORMOSG10,PCCRN,8.33,N
01/31/2022,24,3,FO_FORMOSG13,PCCRN,8.33,N
01/31/2022,24,3,FO_FORMOSG14,PCCRN,8.33,N
01/31/2022,24,3,FO_FORMOSG15,PCCRN,8.33,N
01/31/2022,24,3,FO_FORMOSG2,PCCRN,8.33,N
01/31/2022,24,3,FO_FORMOSG3,PCCRN,8.33,N
01/31/2022,24,3,FO_FORMOSG4,PCCRN,8.33,N
01/31/2022,24,3,FO_FORMOSG5,PCCRN,8.33,N
01/31/2022,24,3,FO_FORMOSG6,PCCRN,8.33,N
01/31/2022,24,3,FO_FORMOSG7,PCCRN,8.33,N
01/31/2022,24,3,FO_FORMOSG8,RN,8.33,N
01/31/2022,24,3,FO_FORMOSG9,PCCRN,8.33,N
01/31/2022,24,3,FPPYD_FPP_G1,RN,8.21,N
01/31/2022,24,3,FPPYD_FPP_G2,RN,8.21,N
01/31/2022,24,3,FPPYD_FPP_G3,RN,8.22,N
01/31/2022,24,3,FREC_1_CCU,PCCRN,21.6,N
01/31/2022,24,3,FREC_2_CCU,PCCRN,21.5,N
01/31/2022,24,3,FREC_CC1,LCCRN,21.6,N
01/31/2022,24,3,FREC_CC2,LCCRN,21.5,N
01/31/2022,24,3,FRNYPP_1_CCU,PCCRN,22.27,N
01/31/2022,24,3,FRNYPP_2_CCU,PCCRN,22.27,N
01/31/2022,24,3,FRNYPP_CC1,LCCRN,22.27,N
01/31/2022,24,3,FRNYPP_CC2,LCCRN,22.27,N
01/31/2022,24,3,FTR_CC1,LCCRN,15.12,N
01/31/2022,24,3,FTR_FTR_G1_4,PCCRN,15.12,N
01/31/2022,24,3,FTWIND_UNIT1,RN,-35.73,N
01/31/2022,24,3,FWLR_SLR_1,RN,-16.91,N
01/31/2022,24,3,GALO_RN1,RN,-18.43,N
01/31/2022,24,3,GAMBIT_RN,RN,12.08,N
01/31/2022,24,3,GBY_GT,RN,13.48,N
01/31/2022,24,3,GID_GIDEONG1,RN,7.34,N
01/31/2022,24,3,GID_GIDEONG2,RN,7.34,N
01/31/2022,24,3,GID_GIDEONG3,RN,7.34,N
01/31/2022,24,3,GOA_GOATWIND,RN,-18.13,N
01/31/2022,24,3,GPASTURE_ALL,RN,-22.56,N
01/31/2022,24,3,GRANDVW1_A_B,RN,-21.02,N
01/31/2022,24,3,GREASWOD_ALL,RN,-16.28,N
01/31/2022,24,3,GRIF_TRL_RN,RN,-20.29,N
01/31/2022,24,3,GRSES_UNIT1,RN,-31.7,N
01/31/2022,24,3,GRSES_UNIT2,RN,-36.52,N
01/31/2022,24,3,GUADG_CC1,LCCRN,5.92,N
01/31/2022,24,3,GUADG_CC2,LCCRN,5.92,N
01/31/2022,24,3,GUADG_CCU1,PCCRN,5.92,N
01/31/2022,24,3,GUADG_CCU2,PCCRN,5.92,N
01/31/2022,24,3,GUNMTN_NODE,RN,-19.1,N
01/31/2022,24,3,GWEC_G1,RN,-36.3,N
01/31/2022,24,3,HAYSEN1_2,RN,5.17,N
01/31/2022,24,3,HAYSEN3_4,RN,5.17,N
01/31/2022,24,3,HB_BUSAVG,SH,6.31,N
01/31/2022,24,3,HB_HOUSTON,HU,13.43,N
01/31/2022,24,3,HB_HUBAVG,AH,2.16,N
01/31/2022,24,3,HB_NORTH,HU,10.88,N
01/31/2022,24,3,HB_PAN,HU,-20.94,N
01/31/2022,24,3,HB_SOUTH,HU,6.72,N
01/31/2022,24,3,HB_WEST,HU,-22.4,N
01/31/2022,24,3,HELIOS_RN,RN,3.35,N
01/31/2022,24,3,HHGT_KENDAL,RN,-2.24,N
01/31/2022,24,3,HHOLLW2_WND1,RN,-20.69,N
01/31/2022,24,3,HHOLLW3_WND1,RN,-20.69,N
01/31/2022,24,3,HHOLLW4_WND1,RN,-20.69,N
01/31/2022,24,3,HICK_G1_G2,RN,-13.93,N
01/31/2022,24,3,HI_LONE_ALL,RN,-15.29,N
01/31/2022,24,3,HLSES_UNIT3,RN,198.08,N
01/31/2022,24,3,HLSES_UNIT4,RN,198.08,N
01/31/2022,24,3,HLSES_UNIT5,RN,198.08,N
01/31/2022,24,3,HOLSTEIN_ALL,RN,-20.64,N
01/31/2022,24,3,HORSCR_RN,RN,-16.59,N
01/31/2022,24,3,HORSECRK_RN,RN,-19.73,N
01/31/2022,24,3,HOVEY_GEN,RN,-16.93,N
01/31/2022,24,3,HRBESS_BESS,RN,-16.93,N
01/31/2022,24,3,HRFDWIND_ALL,RN,-20.88,N
01/31/2022,24,3,HWF_HWFG1,RN,-27.12,N
01/31/2022,24,3,H_HOLLO_WND1,RN,-20.69,N
01/31/2022,24,3,IMP_RN1,RN,13.6,N
01/31/2022,24,3,INDNENR_1_RN,RN,-15.88,N
01/31/2022,24,3,INDNENR_2_RN,RN,-16.18,N
01/31/2022,24,3,INDNNWP_RN,RN,-16.08,N
01/31/2022,24,3,INDN_INDNNWP,RN,-16.08,N
01/31/2022,24,3,IND_INADALE1,RN,-20.11,N
01/31/2022,24,3,INGLCOSW_CC1,LCCRN,7.83,N
01/31/2022,24,3,INGLCOSW_STG,PCCRN,7.83,N
01/31/2022,24,3,INGLCOS_CTG1,PCCRN,7.83,N
01/31/2022,24,3,INGLCOS_CTG2,PCCRN,7.83,N
01/31/2022,24,3,INGLCO_PUN1,PUN,7.83,N
01/31/2022,24,3,INGLCO_PUN2,PUN,7.83,N
01/31/2022,24,3,INGLCO_PUN3,PUN,7.83,N
01/31/2022,24,3,INKS_INKS_G1,RN,2.42,N
01/31/2022,24,3,IN_INDNENR,RN,-15.88,N
01/31/2022,24,3,IN_INDNENR_2,RN,-16.18,N
01/31/2022,24,3,JACKCNTY_CC1,LCCRN,-17.03,N
01/31/2022,24,3,JACKCNTY_CT1,PCCRN,-17.03,N
01/31/2022,24,3,JACKCNTY_CT2,PCCRN,-17.03,N
01/31/2022,24,3,JACKCNTY_STG,PCCRN,-17.03,N
01/31/2022,24,3,JCKCNTY2_CC1,LCCRN,-38.04,N
01/31/2022,24,3,JCKCNTY2_CT3,PCCRN,-38.04,N
01/31/2022,24,3,JCKCNTY2_CT4,PCCRN,-38.04,N
01/31/2022,24,3,JCKCNTY2_ST2,PCCRN,-38.04,N
01/31/2022,24,3,JC_BAT_RN,RN,3.16,N
01/31/2022,24,3,JUNO_ALL,RN,-19.02,N
01/31/2022,24,3,KARAKAW1_1,RN,7.6,N
01/31/2022,24,3,KARAKAW2_1,RN,7.6,N
01/31/2022,24,3,KEECHI_U1,RN,-17.03,N
01/31/2022,24,3,KELAMSL_U1,RN,22.51,N
01/31/2022,24,3,KEO_KEO_SM1,RN,-16.59,N
01/31/2022,24,3,KINGE_ALL,RN,-16.51,N
01/31/2022,24,3,KINGW_ALL,RN,-17.19,N
01/31/2022,24,3,KING_KINGNE,RN,-16.51,N
01/31/2022,24,3,KING_KINGNW,RN,-17.19,N
01/31/2022,24,3,KING_KINGSE,RN,-16.51,N
01/31/2022,24,3,KING_KINGSW,RN,-17.19,N
01/31/2022,24,3,KMCHI_CC1,LCCRN,11.9,N
01/31/2022,24,3,KMCHI_CC2,LCCRN,11.9,N
01/31/2022,24,3,LAMESASLR_G,RN,-18.9,N
01/31/2022,24,3,LAPETUS_U1,RN,-18.23,N
01/31/2022,24,3,LARDVFTN_G4,RN,6.39,N
01/31/2022,24,3,LARDVFTN_G5,RN,6.39,N
01/31/2022,24,3,LASSO_GEN,RN,-16.83,N
01/31/2022,24,3,LEG_LEG_G1,RN,17.65,N
01/31/2022,24,3,LEG_LEG_G2,RN,17.65,N
01/31/2022,24,3,LEONLCPCT1_2,RN,5.57,N
01/31/2022,24,3,LEONLCPCT3_4,RN,5.57,N
01/31/2022,24,3,LGDRAW_S_ALL,RN,-19.02,N
01/31/2022,24,3,LGD_LANGFORD,RN,-15.43,N
01/31/2022,24,3,LGE_CC1,LCCRN,7.83,N
01/31/2022,24,3,LGE_LGE_GT1,PCCRN,7.83,N
01/31/2022,24,3,LGE_LGE_GT2,PCCRN,7.83,N
01/31/2022,24,3,LGE_LGE_STG,PCCRN,7.83,N
01/31/2022,24,3,LGE_PUN1,RN,7.83,N
01/31/2022,24,3,LGE_PUN2,RN,7.83,N
01/31/2022,24,3,LGW_UNIT_ALL,RN,-36.3,N
01/31/2022,24,3,LHM_CVC_G4,RN,13.54,N
01/31/2022,24,3,LHM_PUN1,PUN,13.54,N
01/31/2022,24,3,LHM_PUN2,PUN,13.54,N
01/31/2022,24,3,LHORN_N_U1_2,RN,-20.94,N
01/31/2022,24,3,LHSES_UNIT1,RN,22.9,N
01/31/2022,24,3,LHSES_UNIT2,RN,22.9,N
01/31/2022,24,3,LILY_RN,RN,22.55,N
01/31/2022,24,3,LMAJADAS_ALL,RN,7.28,N
01/31/2022,24,3,LNCRK_ALL,RN,-24.37,N
01/31/2022,24,3,LONEWOLF_ALL,RN,-19.93,N
01/31/2022,24,3,LOSTPI_CC1,LCCRN,7.91,N
01/31/2022,24,3,LOS_LOSTPGT1,PCCRN,7.91,N
01/31/2022,24,3,LOS_LOSTPGT2,PCCRN,7.91,N
01/31/2022,24,3,LOS_LOSTPST1,PCCRN,7.91,N
01/31/2022,24,3,LPCCS_CC1,LCCRN,12.89,N
01/31/2022,24,3,LPCCS_CC2,LCCRN,12.89,N
01/31/2022,24,3,LPCCS_CT11,PCCRN,12.89,N
01/31/2022,24,3,LPCCS_CT12,PCCRN,12.89,N
01/31/2022,24,3,LPCCS_CT21,PCCRN,12.89,N
01/31/2022,24,3,LPCCS_CT22,PCCRN,12.89,N
01/31/2022,24,3,LPCCS_UNIT1,PCCRN,12.89,N
01/31/2022,24,3,LPCCS_UNIT2,PCCRN,12.89,N
01/31/2022,24,3,LV1A_LV1B,RN,7.28,N
01/31/2022,24,3,LV3_UNIT1,RN,6.84,N
01/31/2022,24,3,LV4_UNIT_1,RN,6.84,N
01/31/2022,24,3,LV5_UNIT1,RN,7.07,N
01/31/2022,24,3,LZ_AEN,LZEW,6.39,N
01/31/2022,24,3,LZ_AEN,LZ,6.39,N
01/31/2022,24,3,LZ_CPS,LZEW,5.58,N
01/31/2022,24,3,LZ_CPS,LZ,5.58,N
01/31/2022,24,3,LZ_HOUSTON,LZEW,13.08,N
01/31/2022,24,3,LZ_HOUSTON,LZ,13.08,N
01/31/2022,24,3,LZ_LCRA,LZEW,5.06,N
01/31/2022,24,3,LZ_LCRA,LZ,5.06,N
01/31/2022,24,3,LZ_NORTH,LZ,17.35,N
01/31/2022,24,3,LZ_NORTH,LZEW,17.35,N
01/31/2022,24,3,LZ_RAYBN,LZEW,17.55,N
01/31/2022,24,3,LZ_RAYBN,LZ,17.55,N
01/31/2022,24,3,LZ_SOUTH,LZ,6.84,N
